"","X1","X2"
"526","f4x1YBxkLrZg652xt2KR5g","Waited only 10-15 minutes, beware they love their merchandise and really try to sell it! 

Food: we got the famous sage fried chicken and waffles and the... FIRST OFF - THIS PLACE IS LOUD AS HELL! BE PREPARED TO NOT EVEN HEAR YOUR OWN THOUGHTS!!! 

Now the important stuff.  We arrived at about noon.  Quoted a... So I love Hash House A Go Go BUT this location I've had a not-so-great experience. --the waiter Rick was not very nice. We got a really tough burger and he..."
"527","PSRZaGGxXmOmabL2si8pKw","Always love coming to this place. This place has been one of my all time favorite Italian restaurants here in Vegas through the years. Never once have had a... Came here for my mother's birthday dinner, which we do every year, but this year it has made us never want to come back. 
Our food was delish and the prices... It's been so long since I've eaten here that I forgot why I stopped visiting. As soon as I sat down and tried the calamari I remembered just why that..."
"528","bgXb5YYzQvHXmM8owZB4fQ","Today has glorious weather. We sat outside and enjoyed our schnitzel, salad and drinks. There are 2 outdoor seating areas. Great service. Restaurant is on... We went here for brunch for the first time and it was less than great. To start off, our server brought us water, but after that, we didn't have anyone come... Nestled in beautiful downtown Summerlin, we had a great relaxing dinner here. The menu was great and easy to navigate. It is classic American style food..."
"529","tA5mqEP68qjbTFK9c14D7A","I was in the area for an event and Cathey K suggested this place for dinner- and when she found out I'd never been here, she insisted upon it. I'll admit,... There are a lot of options when it comes to hot pot places and it is an indirect goal of mine to eat at every one of them. 

The service was great, I'm not... This was my second official Hot Pot experience and so far I'm a fan of the hot pot concept!

Pot Tea Social House is quaint in size and has a simple two..."
"530","AaLvYFsLuyO1uGk0QLxN5A","This place is delicious! Let me do this backwards and talk about how amazing the the fried twinkies!!! I am not a dessert person but wow. The calories are... Sometimes you crave elote and just don't want to make it yourself. That and you saw an episode somewhere about Dirty Dog. I got the dirty chili cheese... Well I am willing to admit that this may be some stellar hangover food, on a normal day, Dirt Dogs visual presentation is the best part of your meal. 
The..."
"531","5PP6BwtNYlPARHApB9lzcQ","What a hidden gem.  The interior is all upgraded modern and really is cool inside.  There's a pool table tons of tvs and a skeeball machine !  How cool is... I don't know what the hype is about, I think the positive reviews are all fake. First, the waitress was super, she get an A+, and cleanliness gets about an... I am 10000000% pissed off at myself for hesitating to visit for so long. 

How long?

I'm about to hit my sixth year living here. I spent my first few..."
"532","u8-WDsLXAl0dXQW_wqWrDg","4 stars because Dave no longer works here. He was the reason we came. He made the entire experience.

Other service has been decent. Drinks are okay and... Went to get some Chili fries because it sounded good, went with a family member and the person at front said to go to the bar around the corner and she will... We needed a bite to eat and a beer (to cool off).  We have visited Broadway Burger in the past and had a great experience thanks to Ashley, so we decided to..."
"533","burnDlH36FSphvf4vQf10w","Our favorite local sushi place.
Sushi burrito is a must and everything else is just fresh and tase just perfect.
Highly recommend Come hungry! 
The sushi is so good here, it makes your eyes roll into the back of your head.

The atmosphere is relaxed with a touch of authenticity. It's... Solid good sushi.  I came here for lunch and it was very good the fish was fresh the rolls looked pretty and service was good. I had the rainbow roll and it..."
"534","YQ--LJ7pvjiDSqNv0TuKTQ","Great team at Grimaldi's! From the hostess Tiffany welcoming us to the restaurant and having a fun and great conversation, to Brandon server and the general... October visit...we hit Grimaldi's twice.
First evening visit.  Pizza was delicious!  My wife asked if they made a good Long Island Ice Tea...of course they... The pizzeria is situated towards the back end of the shopping boutiques at the Palazzo. 

This establishment never fails to tickle my nose with its fresh..."
"535","WCFz9KVJTtIXSVvD5NMYoQ","Happy Hour Post!

Time: M-F, 4-6p
Menu: $5/$7 drinks & small plates

This place is super chill and has a great indoor patio situation to people watch while... Have a $24 Manhattan on your menu, it would be nice if it were made with a bit of care and at a minimum... properly. 

I appreciate the craft of proper... I don't like to give reviews this bad but when everyone at the table comments on the food wasn't as expected & the service was really bad, I can't justify a..."
"536","_Xzz-PChcdJ1862CK6dRyw","Contemporary decor with a very nice environment.  Food is very appealing and tasty with lots of vegan choices!

A must try! Ok first off, Toast Society Cafe is super cute. Like SUPER cute. So trendy and chic. Light pinks, cactuses, stylish lighting, etc. Super cute! When we first... Lets Boast about Toast Society. Me and Friend came here on a second option. First entered into the establishment I felt a sense lightness and airy,  lots of..."
"537","DO5mQxiBOgHEznosjxvJXw","Just finished my Birthday lunch here .. we stumbled upon this while shopping at boulevard and I saw decent reviews so since we were Downey Sunrise I decided... I know what you're thinking.  Mexican food at the Boulevard Mall... The Boulevard Mall???  But really, I don't give out four-star for nothing, so it may be... I came here back in December of 2016, let me tell you it was an amazing experience! Service was wonderful, manger was friendly, the food and drinks were..."
"538","eJKnymd0BywNPrJw1IuXVw","My sister in law was in town and this place was on the top of places to try! So as we took her to be touristy on Fremont we came here for dinner! 

This... Came in during happy hour to try some vegan Mexican food. We were sat at high top tables by the bar. After being sat, I had to flag someone down after 10-15... These street chicken Tacos were TRASH. There was 1 small piece of chicken between the two tacos I got. 

The strawberry margarita was all sugar. 

The BBQ..."
"539","kafUXRNfQm3e_U14S2WbmA","Review pizza place

Hey, I admit it when someone suggested we go to a ""pizzeria"" for Sunday brunch, I suggested counter offering with something... anything... Don't come here if you're watching your carbs. Everything g was carbilicious. 

I tried to be a little healthy and got the fennel salad. It came  plated on... So happy I found this place! 
I love finding new gems in this city and this for sure is one of them. It's a small little restaurant that is family owned. If..."
"540","S_PEroRv40j1In11gNH2LQ","First of all I love five guys fries they are the best!!! Ok I came in at the end of the day expect everyone to be drained from the day but there was this... Wow, employees don't really know what products they are serving? HTF are you going to tell me a kosher dog is with cheese and you don't know what meat it... I'm not very impressed with the restaurant chain ""Five Guys."" So far I came with my family two times. One in South Beach, Florida and one in Lake Mead and..."
"541","Q4AWWdBWe_ojYX1a4ffXFQ","The most delicious tacos on the Strip! 2 dollar Tuesday! Any day! If you're on the strip and you don't want to be ripped off, come here and enjoy authentic... Fantastic no frills eat in or take out taco place on the strip! Prices are perfect for the quality and quantity of food you get for it too! Space is nothing... RECOMMENDED FOR:
~anyone hungry
~those needing food in the middle of the night
~delicious tacos

I was so excited to find the new Boulevard Food Court.  Its..."
"542","VlMRR74NjdysPIfaUUSoBA","Very good little area to eat. It's a little spot in the upstairs area. The menu might be a little similar to a Dennys restaurant. Look and feel also reminds... We were starving after Onewheeling 14 miles to Mandalay Bay and back ... this was the first place we saw.  

Not wanting to get too full before a night out,... In the old part of Vegas this is no little spot. The D offers dinner, gambling and drinks. Although we went hoping to have a buffet. Low and behold the..."
